Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Customer_Profile,Cluster
2023/06/09 3:23:38 PM GMT+5:30,13,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Categories,Multiple pages,4.0,No,Often,Found a better price elsewhere,Never,No,4,Yes,0,5.0,5.0,Customer service ,Quality of product is very poor according to the big offers,228872,Occasional Shopper,0
2023/06/07 9:27:03 AM GMT+5:30,35,Male,Once a week,Home and Kitchen;others,Sometimes,Rarely,Keyword,First page,1.0,Maybe,Never,Found a better price elsewhere,Never,Yes,1,Yes,0,2.0,5.0,Wide product selection,Irrelevant product suggestions,333365,Frequent Buyer,0
2023/06/09 3:18:25 PM GMT+5:30,52,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Categories,Multiple pages,5.0,No,Always,High shipping costs,Rarely,No,0,Yes,0,3.0,4.0,Quick delivery,Irrelevant product suggestions,669686,Frequent Buyer,0
2023/06/12 3:57:52 PM GMT+5:30,45,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a month,Categories,Multiple pages,2.0,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,4,Sometimes,0,3.0,3.0,User-friendly website/app interface,.,651998,Regular Customer,2
2023/06/07 9:28:09 AM GMT+5:30,5,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,4.0,No,Often,High shipping costs,Often,No,1,No,2,5.0,2.0,All the above,User interface of app,885246,At-Risk Customer,1
2023/06/04 8:01:45 PM GMT+5:30,66,Male,Once a week,Beauty and Personal Care,No,Rarely,Filter,First page,2.0,Maybe,Often,others,Always,Yes,4,Yes,0,2.0,4.0,All the above,User interface of app,812260,Frequent Buyer,0
2023/06/07 10:09:54 PM GMT+5:30,52,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a week,Keyword,Multiple pages,4.0,Yes,Never,Found a better price elsewhere,Often,No,3,No,2,5.0,5.0,User-friendly website/app interface,.,679727,Regular Customer,0
2023/06/04 11:57:10 PM GMT+5:30,50,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,1.0,Maybe,Never,Found a better price elsewhere,Often,Yes,4,Yes,0,5.0,2.0,Wide product selection,Reducing packaging waste,406978,At-Risk Customer,1
2023/06/05 10:37:36 AM GMT+5:30,22,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,Keyword,Multiple pages,5.0,No,Sometimes,others,Always,No,0,No,0,4.0,1.0,Competitive prices,Irrelevant product suggestions,627382,At-Risk Customer,1
2023/06/09 2:34:43 PM GMT+5:30,21,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,First page,4.0,Yes,Rarely,High shipping costs,Rarely,No,1,No,1,5.0,1.0,Quick delivery,User interface of app,742032,At-Risk Customer,1
2023/06/07 11:54:03 AM GMT+5:30,50,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,4.0,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,4,Sometimes,1,4.0,5.0,Product recommendations,Add more familiar brands to the list,618973,Occasional Shopper,0
2023/06/04 11:24:41 PM GMT+5:30,26,Prefer not to say,Multiple times a week,Clothing and Fashion;others,Sometimes,Few times a month,Keyword,Multiple pages,3.0,No,Sometimes,others,Never,No,3,No,1,5.0,2.0,Competitive prices,Scrolling option would be much better than going to next page,592155,At-Risk Customer,1
2023/06/08 5:58:03 PM GMT+5:30,7,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,First page,3.0,Yes,Always,High shipping costs,Often,Yes,2,Sometimes,0,5.0,5.0,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,433956,Regular Customer,0
2023/06/07 1:33:51 PM GMT+5:30,14,Others,Once a week,Groceries and Gourmet Food,Sometimes,Few times a week,Keyword,First page,2.0,Yes,Sometimes,others,Often,Yes,4,No,2,5.0,3.0,Customer service ,better app interface and lower shipping charges,107147,Regular Customer,1
2023/06/05 4:46:52 PM GMT+5:30,53,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Others,Multiple pages,4.0,Yes,Sometimes,Found a better price elsewhere,Never,Yes,0,No,1,3.0,5.0,All the above,Nothing,355625,Frequent Buyer,0
2023/06/08 10:39:27 PM GMT+5:30,16,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Categories,Multiple pages,3.0,No,Sometimes,Changed my mind or no longer need the item,Often,No,1,Yes,2,5.0,2.0,Product recommendations,Product quality and accuracy,638061,At-Risk Customer,1
2023/06/11 11:24:21 PM GMT+5:30,20,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,5.0,No,Rarely,Found a better price elsewhere,Sometimes,No,4,No,0,3.0,2.0,.,Product quality and accuracy,768256,At-Risk Customer,1
2023/06/07 10:17:40 PM GMT+5:30,50,Others,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,Filter,First page,1.0,No,Sometimes,Found a better price elsewhere,Often,Yes,0,No,2,4.0,4.0,Customer service,Add more familiar brands to the list,745405,Occasional Shopper,0
2023/06/07 10:39:21 PM GMT+5:30,31,Female,Less than once a month,others,Sometimes,Few times a week,Filter,First page,3.0,Maybe,Always,Found a better price elsewhere,Rarely,Yes,2,No,0,3.0,5.0,User-friendly website/app interface,User interface of app,544978,Regular Customer,0
2023/06/11 11:15:37 PM GMT+5:30,49,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Keyword,First page,3.0,Yes,Sometimes,High shipping costs,Never,No,1,No,0,3.0,1.0,Competitive prices,.,352318,At-Risk Customer,1
2023/06/04 11:38:30 PM GMT+5:30,13,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,Multiple pages,1.0,No,Sometimes,Found a better price elsewhere,Never,No,3,No,1,1.0,5.0,All the above,User interface ,174335,Regular Customer,0
2023/06/06 7:18:01 PM GMT+5:30,45,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Categories,Multiple pages,4.0,Yes,Often,High shipping costs,Often,Yes,0,Sometimes,0,1.0,4.0,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,687610,Frequent Buyer,0
2023/06/09 10:26:01 AM GMT+5:30,38,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,3.0,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,2,Yes,1,2.0,3.0,All the above,Reducing packaging waste,959899,Regular Customer,2
2023/06/07 9:23:41 PM GMT+5:30,34,Prefer not to say,Once a month,Groceries and Gourmet Food,Yes,Multiple times a day,Keyword,Multiple pages,2.0,Yes,Sometimes,High shipping costs,Sometimes,No,3,Sometimes,1,1.0,3.0,Customer service,UI,307015,Occasional Shopper,2
2023/06/09 2:44:09 PM GMT+5:30,6,Male,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Others,First page,1.0,Maybe,Never,Changed my mind or no longer need the item,Rarely,No,2,No,1,1.0,2.0,Customer service ,Shipping speed and reliability,619153,At-Risk Customer,2
2023/06/11 10:59:30 PM GMT+5:30,24,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Keyword,Multiple pages,5.0,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,1,No,0,3.0,3.0,Customer service ,User interface of app,542637,Regular Customer,2
2023/06/05 8:43:26 AM GMT+5:30,5,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,Multiple pages,1.0,Maybe,Sometimes,others,Sometimes,No,2,Yes,2,3.0,3.0,Product recommendations,I don't have any problem with Amazon,792368,Regular Customer,2
2023/06/08 5:48:55 PM GMT+5:30,43,Male,Less than once a month,Beauty and Personal Care;others,Sometimes,Multiple times a day,Categories,First page,2.0,No,Always,High shipping costs,Rarely,Yes,1,No,2,4.0,2.0,All the above,User interface ,669442,At-Risk Customer,1
2023/06/05 2:25:28 PM GMT+5:30,15,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,First page,4.0,No,Never,High shipping costs,Always,No,1,Sometimes,1,3.0,3.0,Competitive prices,Shipping speed and reliability,575931,Regular Customer,2
2023/06/11 10:44:46 PM GMT+5:30,66,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,5.0,Maybe,Never,High shipping costs,Always,Yes,3,Yes,0,4.0,5.0,Wide product selection,Irrelevant product suggestions,251641,Regular Customer,0
2023/06/05 10:09:03 PM GMT+5:30,23,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,5.0,Yes,Rarely,High shipping costs,Never,No,1,Yes,2,1.0,3.0,Wide product selection,UI,262564,Regular Customer,2
2023/06/05 7:16:40 AM GMT+5:30,7,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Filter,Multiple pages,2.0,Yes,Often,others,Often,No,2,No,1,2.0,4.0,User-friendly website/app interface,Product quality and accuracy,551457,Regular Customer,0
2023/06/06 7:17:17 PM GMT+5:30,55,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,Others,Multiple pages,5.0,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,3,Yes,2,4.0,3.0,All the above,Shipping speed and reliability,490634,Regular Customer,1
2023/06/11 11:10:59 PM GMT+5:30,12,Others,Once a month,Beauty and Personal Care;others,Yes,Rarely,Keyword,First page,5.0,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,3,No,1,5.0,1.0,.,Product quality and accuracy,759838,At-Risk Customer,1
2023/06/09 10:30:39 AM GMT+5:30,47,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Others,First page,2.0,Yes,Rarely,others,Rarely,Yes,2,Yes,2,2.0,5.0,.,Quality of product is very poor according to the big offers,781478,Regular Customer,0
2023/06/07 9:17:50 PM GMT+5:30,8,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,Keyword,Multiple pages,4.0,Maybe,Never,Found a better price elsewhere,Often,Yes,0,Yes,2,1.0,4.0,Wide product selection,Customer service responsiveness,811409,Regular Customer,0
2023/06/07 6:20:53 PM GMT+5:30,5,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,Multiple pages,1.0,Maybe,Rarely,others,Often,No,2,Sometimes,2,1.0,3.0,Quick delivery,User interface ,933283,Regular Customer,2
2023/06/06 9:08:20 PM GMT+5:30,30,Male,Once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,Keyword,First page,1.0,No,Sometimes,High shipping costs,Sometimes,Yes,1,Sometimes,0,1.0,3.0,Competitive prices,I don't have any problem with Amazon,542089,Occasional Shopper,2
2023/06/06 6:35:33 PM GMT+5:30,27,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,First page,2.0,Maybe,Never,Found a better price elsewhere,Always,Yes,4,Sometimes,1,1.0,3.0,Customer service,Nothing,237718,Occasional Shopper,2
2023/06/09 4:31:06 PM GMT+5:30,60,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,5.0,No,Often,Changed my mind or no longer need the item,Always,Yes,1,No,0,3.0,1.0,Wide product selection,Nil,832196,At-Risk Customer,1
2023/06/11 11:07:31 PM GMT+5:30,13,Male,Less than once a month,Beauty and Personal Care,No,Multiple times a day,Filter,First page,1.0,Yes,Always,High shipping costs,Always,No,2,Sometimes,2,1.0,2.0,All the above,Nothing,982972,At-Risk Customer,2
2023/06/09 4:32:00 PM GMT+5:30,23,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Others,First page,4.0,No,Often,High shipping costs,Rarely,Yes,3,Yes,1,4.0,2.0,.,.,480726,At-Risk Customer,1
2023/06/09 3:19:53 PM GMT+5:30,47,Prefer not to say,Few times a month,Beauty and Personal Care,Yes,Few times a month,Keyword,First page,3.0,No,Always,High shipping costs,Always,Yes,0,No,0,3.0,1.0,Customer service ,User interface of app,709087,At-Risk Customer,1
2023/06/04 9:10:51 PM GMT+5:30,16,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,First page,1.0,Maybe,Never,Found a better price elsewhere,Often,No,1,No,2,5.0,1.0,Quick delivery,Add more familiar brands to the list,712664,At-Risk Customer,1
2023/06/06 7:17:17 PM GMT+5:30,55,Prefer not to say,Once a month,Groceries and Gourmet Food,Yes,Few times a week,Others,First page,4.0,Yes,Never,High shipping costs,Sometimes,No,0,No,0,1.0,4.0,User-friendly website/app interface,User interface of app,571793,Occasional Shopper,0
2023/06/06 4:25:49 PM GMT+5:30,43,Others,Once a week,Clothing and Fashion,Yes,Multiple times a day,Filter,Multiple pages,5.0,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,0,Yes,2,1.0,1.0,Customer service ,User interface of app,680914,At-Risk Customer,2
2023/06/09 10:59:38 AM GMT+5:30,52,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,Others,Multiple pages,2.0,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,0,Yes,2,2.0,4.0,All the above,No problems with Amazon,772411,Regular Customer,0
2023/06/09 2:23:03 PM GMT+5:30,32,Male,Multiple times a week,Beauty and Personal Care;Home and Kitchen,No,Rarely,Categories,First page,2.0,Maybe,Sometimes,Found a better price elsewhere,Rarely,No,1,No,1,3.0,4.0,.,Quality of product is very poor according to the big offers,236372,Regular Customer,0
2023/06/06 6:57:14 PM GMT+5:30,31,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,First page,5.0,Maybe,Sometimes,Changed my mind or no longer need the item,Always,No,1,No,0,4.0,4.0,.,Scrolling option would be much better than going to next page,962719,Regular Customer,0
2023/06/08 5:32:09 PM GMT+5:30,29,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Rarely,Others,Multiple pages,4.0,No,Always,High shipping costs,Rarely,Yes,1,Yes,2,1.0,2.0,Wide product selection,Scrolling option would be much better than going to next page,275280,At-Risk Customer,2
2023/06/11 11:09:33 PM GMT+5:30,56,Female,Once a month,Clothing and Fashion;others,Sometimes,Few times a month,Keyword,First page,4.0,Maybe,Sometimes,Changed my mind or no longer need the item,Always,No,4,No,1,3.0,5.0,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,771432,Occasional Shopper,0
2023/06/05 1:45:30 PM GMT+5:30,44,Prefer not to say,Less than once a month,Clothing and Fashion;others,Sometimes,Few times a month,Filter,First page,3.0,Maybe,Always,others,Rarely,Yes,2,Sometimes,0,3.0,4.0,All the above,Nil,214820,Regular Customer,0
2023/06/11 11:22:19 PM GMT+5:30,28,Others,Few times a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Keyword,Multiple pages,1.0,Yes,Sometimes,High shipping costs,Never,Yes,2,No,2,1.0,3.0,User-friendly website/app interface,User interface of app,111907,Regular Customer,2
2023/06/07 10:16:22 PM GMT+5:30,5,Prefer not to say,Once a week,Beauty and Personal Care;others,Yes,Few times a month,Filter,Multiple pages,5.0,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,2,Sometimes,1,2.0,4.0,User-friendly website/app interface,Customer service responsiveness,119269,Frequent Buyer,0
2023/06/05 9:56:58 AM GMT+5:30,6,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Categories,Multiple pages,3.0,No,Always,Found a better price elsewhere,Always,No,0,Sometimes,2,5.0,3.0,.,Add more familiar brands to the list,967500,Regular Customer,1
2023/06/12 4:02:53 PM GMT+5:30,51,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a week,Others,Multiple pages,1.0,No,Often,Found a better price elsewhere,Always,Yes,1,Yes,0,5.0,3.0,Quick delivery,Add more familiar brands to the list,953982,Occasional Shopper,1
2023/06/11 11:10:59 PM GMT+5:30,23,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Categories,First page,5.0,Yes,Often,Changed my mind or no longer need the item,Often,No,0,No,0,5.0,1.0,.,Customer service responsiveness,807622,At-Risk Customer,1
2023/06/09 4:29:50 PM GMT+5:30,5,Female,Few times a month,Clothing and Fashion;others,Sometimes,Few times a week,Filter,Multiple pages,2.0,Maybe,Sometimes,High shipping costs,Never,Yes,3,No,1,4.0,3.0,.,UI,380511,Regular Customer,1
2023/06/08 5:41:46 PM GMT+5:30,57,Female,Once a week,others,No,Few times a month,Filter,Multiple pages,1.0,Maybe,Always,Found a better price elsewhere,Never,Yes,1,No,1,4.0,1.0,Competitive prices,Product quality and accuracy,129951,At-Risk Customer,1
2023/06/07 10:42:24 PM GMT+5:30,25,Prefer not to say,Multiple times a week,Beauty and Personal Care;others,Sometimes,Few times a month,Filter,First page,1.0,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,4,No,1,4.0,5.0,Customer service ,Add more familiar brands to the list,252943,Regular Customer,0
2023/06/10 10:49:42 AM GMT+5:30,55,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a month,Others,First page,1.0,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,2,Yes,0,3.0,4.0,Quick delivery,Nil,850915,Regular Customer,0
